,(AO)Percentage SLAs Met,Ageing,Average Resolution Effort - Incidents,Average Resolution Effort - Problems,Backlog Processing Efficiency - Incidents,Backlog Processing Efficiency - Problems,Delivered Defects,clusters,scores,anomaly,warning
6033,100,0,0,0,1,1,1,0,0.235618525,0,No issues detected
6034,100,0,0,0.5,1,1,1,0,0.235618525,0,No issues detected
6035,100,0,4.65,15,1,1,0,0,0.233951906,0,No issues detected
6036,100,0,1.71,2,0.82,1,0,0,0.233582512,0,No issues detected
6037,100,0,10.71,16,1.8,1,0,0,0.217809718,0,No issues detected
6038,80,0,0,0,1,1,3,0,0.156351017,0,No issues detected
6039,100,0,0,3,1,1,0,0,0.234991696,0,No issues detected
6040,100,0,0,1,1,-0.01,0,0,0.216107695,0,No issues detected
6041,97.87,0,3.67,1,0.99,1,0,0,0.225365669,0,No issues detected
6042,100,0,4,20,1,1,0,0,0.232673887,0,No issues detected
6043,100,0,42.67,2.36,1,1,0,0,0.164492798,0,No issues detected
6044,90,7,0.3,0.39,-0.49,-1.7,6,0,0.088348002,0,No issues detected
6045,100,0,1,1,1,1,15,0,0.210140313,0,No issues detected
6046,100,0,32.28,0,1.33,2,0,0,0.164079466,0,No issues detected
6047,100,0,9.84,35,0.96,1,0,0,0.228568974,0,No issues detected
6048,100,0,2.41,2.67,0.88,1.5,1,0,0.224779076,0,No issues detected
6049,100,0,8.68,15.94,1.07,1.89,0,0,0.221508237,0,No issues detected
6050,106.76,3,5.09,20.58,1,1.15,9,0,0.171894819,0,No issues detected
6051,100,0,10.99,42,1.21,2.25,0,0,0.207658206,0,No issues detected
6052,100,6,5.78,16,1.17,-3,0,0,0.15077176,0,No issues detected
6053,90.91,66,3.52,40,1.2,4,1,0,0.050511887,0,No issues detected
6054,100,0,4.83,40,0.97,6.5,0,0,0.165020558,0,No issues detected
6055,100,0,9.32,16.25,1.03,1,0,0,0.229421109,0,No issues detected
6056,100,0,0,0,0.94,0.82,0,0,0.230986683,0,No issues detected
6057,100,0,8.46,7.14,1.18,1,0,0,0.231140341,0,No issues detected
6058,100,0,11,4,1,1,1,0,0.226700715,0,No issues detected
6059,100,0,1,2,1,1,5,0,0.227133782,0,No issues detected
6060,200,58,1.67,6.64,-0.35,-1.45,2,0,-0.006223977,1,No issues detected
6061,100,0,2.83,6.86,2.5,3.5,14,0,0.164013553,0,No issues detected
6062,100,0,3.98,9,1.43,1,0,0,0.23047037,0,No issues detected
6063,100,169,3.78,17.6,1.22,-0.07,11,0,-0.002255453,1,No issues detected
6064,100,169,3.8,14.55,1.11,-0.07,11,0,0.000640312,0,No issues detected
6065,100,0,13.64,10,0.94,0.75,0,0,0.222943172,0,No issues detected
6066,100,1,6.91,11,1,1,0,0,0.229054461,0,No issues detected
6067,100,0,42.74,4063.4,1.06,-0.11,0,2,-0.14719013,1,Ageing and Delivered Defects values are zero. Your ARE-P is very high compared to normal (atleast 75 times higher)
6068,100,0,52.72,2375.36,1.07,-0.15,0,2,-0.141379985,1,Ageing and Delivered Defects values are zero. Your ARE-P is very high compared to normal (atleast 75 times higher)
6069,100,0,50.66,3761.06,1.07,-0.22,0,2,-0.156845071,1,Ageing and Delivered Defects values are zero. Your ARE-P is very high compared to normal (atleast 75 times higher)
6070,100,0,6.9,13.33,1.05,1,10,0,0.21990836,0,No issues detected
6071,95.75,23,53.06,60,1.05,1.17,6,0,0.060658187,0,No issues detected
6072,100,49,51.25,42.5,1.11,1.14,4,0,0.060812131,0,No issues detected
6073,95,35,46.58,64.86,0.99,0.64,3,0,0.057338383,0,No issues detected
6074,100,0,4.75,18,1,2.5,0,0,0.21327337,0,No issues detected
6075,99.37,0,0.96,72,1,1,0,0,0.220284455,0,No issues detected
6076,80,53,0.04,4,1.26,1,0,0,0.071421651,0,No issues detected
6077,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
6078,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
6079,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
6080,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
6081,100,0,0,30,0.92,1,0,0,0.233287158,0,No issues detected
6082,100,0,0,0,1.7,3,0,0,0.202475731,0,No issues detected
6083,92.93,138,0.69,11.67,0.89,-0.2,0,0,0.00787232,0,No issues detected
6084,100,169,1.28,14.43,1.07,-0.74,0,0,0.010481598,0,No issues detected
6085,85.06,0,6.27,5.56,1,0.6,0,0,0.175893443,0,No issues detected
6086,82.62,0,6.78,0,1.71,0.53,0,0,0.155206951,0,No issues detected
6087,100,0,9.24,8.81,-6.83,-7.17,0,0,0.082558053,0,No issues detected
6088,71.43,0,33.8,62,5,1,0,0,0.008511182,0,No issues detected
6089,100,0,4.2,32.67,1,0.94,0,0,0.23108854,0,No issues detected
6090,96.43,153,24.77,22,1,1,0,0,0.01572144,0,No issues detected
6091,100,0,2.21,16,1,1,0,0,0.235812794,0,No issues detected
6092,100,0,1.75,0.63,1,1,1,0,0.234492238,0,No issues detected
6093,100,0,8.46,8,0.92,0.8,0,0,0.228323969,0,No issues detected
6094,82.35,1,94.78,259.38,1.42,1.14,0,3,-0.040056758,1,No issues detected
6095,99.11,3,1.4,14.67,1.01,1,0,0,0.225072388,0,No issues detected
6096,100,0,2.15,10,1.35,0.33,0,0,0.225907361,0,No issues detected
6097,100,0,1,0.67,2,4,0,0,0.192704707,0,No issues detected
6098,100,0,2.06,22,1,1,0,0,0.231618577,0,No issues detected
6099,100,0,2.04,22,1,1,0,0,0.231618577,0,No issues detected
6100,100,0,2.06,22,1,1,0,0,0.231618577,0,No issues detected
6101,100,0,1.33,27.59,1,1.12,0,0,0.23102094,0,No issues detected
6102,98.08,0,2.76,1,0.97,1,0,0,0.224346625,0,No issues detected
6103,100,0,1,1,1,1,13,0,0.212882544,0,No issues detected
6104,100,0,17.77,23.36,2.23,11,0,0,0.080371904,0,No issues detected
6105,100,0,6.11,32.19,1,1,0,0,0.234378893,0,No issues detected
6106,100,0,6,31.56,1,1,0,0,0.234378893,0,No issues detected
6107,100,0,3.34,0,1.29,2.25,0,0,0.214410692,0,No issues detected
6108,100,0,13.53,0,0.82,1.33,0,0,0.222999635,0,No issues detected
6109,95.75,25,55.55,81.25,0.76,1.6,6,0,0.031619667,0,No issues detected
6110,90.91,5,99.86,611.5,0.92,0.44,0,1,-0.121690478,1,Your ARE-P values look high as compared to normal (atleast 20 times higher)
6111,53.85,4,132.69,404.33,1,1.2,0,3,-0.149646529,1,No issues detected
6112,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
6113,100,6,2.5,0.02,1.6,26.38,0,0,0.025264409,0,No issues detected
6114,95.65,0,1.67,0,1,0.76,0,0,0.217286262,0,No issues detected
6115,95.65,0,4.57,0,1,0.27,0,0,0.207872704,0,No issues detected
6116,125,7,1.21,2.82,-1.04,-0.38,5,0,0.085138892,0,No issues detected
6117,100,0,3.39,1,0.89,1,0,0,0.233245543,0,No issues detected
6118,100,0,42.48,22.11,0.87,0.86,0,0,0.161807601,0,No issues detected
6119,100,0,30,101.33,1,1,0,0,0.157046517,0,No issues detected
6120,100,0,3.43,45.82,1,1,2,0,0.226891279,0,No issues detected
6121,100,0,33.5,18.64,1,1,3,0,0.181495334,0,No issues detected
6122,100,0,2,2,1,1,0,0,0.234583343,0,No issues detected
6123,100,0,0.94,2,1,1,0,0,0.235254596,0,No issues detected
6124,100,0,4.23,17.6,0.76,1,0,0,0.231276434,0,No issues detected
6125,100,0,5.59,41.87,0.83,2,0,0,0.220733736,0,No issues detected
6126,100,0,0.95,13.33,1.04,1,10,0,0.219256043,0,No issues detected
6127,100,1,12.56,8.6,0.94,2.5,0,0,0.203078191,0,No issues detected
6128,100,1,56,4,-1,-1,0,0,0.097830394,0,No issues detected
6129,100,0,3.67,39.71,1,0.89,0,0,0.231983242,0,No issues detected
6130,100,0,2,0.75,1,1,1,0,0.234018976,0,No issues detected
6131,100,0,1.6,0.64,1,1,1,0,0.234691454,0,No issues detected
6132,100,0,11,8,0.98,0.86,0,0,0.226769737,0,No issues detected
6133,100,0,9.56,8,1.39,1.8,0,0,0.219785936,0,No issues detected
6134,85.29,3,91.59,307.5,0.92,0.5,0,3,-0.105413142,1,No issues detected
6135,86.67,3,91,266.67,1.15,1.5,0,3,-0.039876512,1,No issues detected
6136,76.92,3,94.54,1282,1.04,0.25,0,1,-0.15702025,1,Your ARE-P values look high as compared to normal (atleast 20 times higher)
6137,100,0,1.09,8.2,0.8,1,6,0,0.22407041,0,No issues detected
6138,100,0,10.93,10,0.93,1,0,0,0.226058715,0,No issues detected
6139,100,0,10.5,35,2,1,0,0,0.211773955,0,No issues detected
6140,100,0,12.04,35,1.15,1,0,0,0.225398673,0,No issues detected
6141,100,0,3.15,2.21,1.08,1.03,0,0,0.233391241,0,No issues detected
6142,100,0,5.78,9.45,1,1,0,0,0.233529187,0,No issues detected
6143,100,0,3.04,9.45,1.57,1,0,0,0.230941253,0,No issues detected
6144,100,0,2.47,34,1.16,0.25,0,0,0.22121459,0,No issues detected
6145,100,0,2.63,10.2,0.93,1,0,0,0.233400567,0,No issues detected
6146,100,0,1.77,5.89,0.96,1,0,0,0.234721313,0,No issues detected
6147,100,0,6.89,5.21,1.42,-0.45,5,0,0.18880782,0,No issues detected
6148,100,0,9.57,9.57,1,1,0,0,0.23114357,0,No issues detected
6149,100,0,8.28,21,1.09,1,0,0,0.229555267,0,No issues detected
6150,100,0,2,6,0.99,1,0,0,0.235275325,0,No issues detected
6151,100,0,0.94,2,1,1,0,0,0.235254596,0,No issues detected
6152,100,0,2,2,1,1,0,0,0.234583343,0,No issues detected
6153,100,0,8.44,8.44,1,1,0,0,0.232701229,0,No issues detected
6154,100,0,0.9,0.9,1,1,0,0,0.234285652,0,No issues detected
6155,100,0,10,10,1,1,0,0,0.228795373,0,No issues detected
6156,100,0,0.64,42,1.09,0.86,355,4,-0.04378211,1,Your Delivered Defects value looks very high compared to normal (atleast 43 times higher)
6157,100,0,2.31,60,1.19,1,29,0,0.171514918,0,No issues detected
6158,150,3,28.51,4.89,-0.5,-0.48,5,0,0.042490662,0,No issues detected
6159,100,0,2.05,6.67,1,1,0,0,0.235395481,0,No issues detected
6160,100,0,2.28,7,1,1,0,0,0.235735926,0,No issues detected
6161,100,0,2.9,1,1,1,1,0,0.233515882,0,No issues detected
6162,100,0,1.1,16,1,-1,0,0,0.200050232,0,No issues detected
6163,100,2,4.27,4,1.37,-1,0,0,0.189524023,0,No issues detected
6164,100,0,2.18,9,1,1,0,0,0.235613054,0,No issues detected
6165,100,0,2.18,9,1,1,0,0,0.235613054,0,No issues detected
6166,100,0,0.94,2,1,1,0,0,0.235254596,0,No issues detected
6167,100,0,0.89,8,1,1,0,0,0.233062652,0,No issues detected
6168,100,0,2,1,1,1,1,0,0.234018976,0,No issues detected
6169,85.71,3,30.81,7.63,-0.5,-0.3,5,0,0.069412052,0,No issues detected
6170,100,0,1.11,1.11,1,1,0,0,0.235544643,0,No issues detected
6171,100,169,3.32,6.96,1.14,-0.14,11,0,0.001615908,0,No issues detected
6172,100,0,1.96,1.96,1,1,13,0,0.212263552,0,No issues detected
6173,100,0,2.43,2.43,1,1,7,0,0.226741977,0,No issues detected
6174,100,10,0,8,1,1,2,0,0.218357232,0,No issues detected
6175,100,0,16,21.33,1,1,0,0,0.220521925,0,No issues detected
6176,100,0,8,8,0.83,0.83,0,0,0.228323969,0,No issues detected
6177,14.29,0,8,40,0.85,0.5,0,0,0.021452945,0,No issues detected
6178,100,0,5.8,7.6,1,0.98,0,0,0.234300506,0,No issues detected
6179,100,0,0,6.28,1.09,-0.54,0,0,0.20583986,0,No issues detected
6180,100,0,0.6,3.13,1.04,2.38,0,0,0.214628018,0,No issues detected
6181,100,0,1.74,13.58,1.1,-0.21,0,0,0.21405853,0,No issues detected
6182,100,10,0,8,1,1,2,0,0.218357232,0,No issues detected
6183,87.5,0,8,8,0.88,0.8,0,0,0.187541424,0,No issues detected
6184,100,0,8,8,0.83,0.83,0,0,0.228323969,0,No issues detected
6185,100,0,1.79,2,3,1,0,0,0.2091543,0,No issues detected
6186,100,0,0.86,80,1.03,1.25,0,0,0.212630433,0,No issues detected
6187,100,0,8,9.25,1,1,0,0,0.231185617,0,No issues detected
6188,100,0,16.84,112,0.97,0.17,0,3,0.173877491,0,No issues detected
6189,100,0,3.98,9,1.43,1,0,0,0.23047037,0,No issues detected
6190,100,0,2.08,15,1,1,0,0,0.23474054,0,No issues detected
6191,100,0,2.08,15,1,1,0,0,0.23474054,0,No issues detected
6192,100,0,2.08,15,1,1,0,0,0.23474054,0,No issues detected
6193,100,0,34.72,19.65,0.86,0.67,0,0,0.177506005,0,No issues detected
6194,91.57,326,1.04,30.29,1.06,-0.28,0,0,-0.06242095,1,No issues detected
6195,98.97,1,1.39,10.5,1,1,0,0,0.230097953,0,No issues detected
6196,100,0,11,5.14,1,1,0,0,0.22805335,0,No issues detected
6197,80,27,0.06,4,1.24,1,0,0,0.091569129,0,No issues detected
6198,100,0,1.72,30,1,1,0,0,0.233337547,0,No issues detected
6199,100,0,1.72,30,1,1,0,0,0.233337547,0,No issues detected
6200,95.12,0,0,0.93,1.43,5,0,0,0.163731653,0,No issues detected
6201,100,0,0,0,1,0.63,0,0,0.231000839,0,No issues detected
6202,100,0,4.58,37.62,1,0.25,0,0,0.225588023,0,No issues detected
6203,100,0,3.88,44.43,1,0.31,0,0,0.219679384,0,No issues detected
6204,100,0,9,36,2.19,1,0,0,0.207290285,0,No issues detected
6205,100,0,9,36,1.1,1,0,0,0.22915506,0,No issues detected
6206,100,0,3.82,16.56,1,1.78,0,0,0.230121166,0,No issues detected
6207,100,0,0.28,0.28,1,1,28,0,0.185115838,0,No issues detected
6208,100,0,3.45,145,0.95,1,0,3,0.17227143,0,No issues detected
6209,100,0,1.5,2.17,2,6,5,0,0.158014244,0,No issues detected
6210,100,0,1.17,2,1,1,0,0,0.235254596,0,No issues detected
6211,100,0,8.61,13.91,0.96,1.28,0,0,0.227365233,0,No issues detected
6212,100,0,9.71,20.71,1.23,1.56,0,0,0.222100806,0,No issues detected
6213,100,0,0.32,0.32,1,1,20,0,0.194956701,0,No issues detected
6214,100,0,7.98,26,1.26,1,0,0,0.225174963,0,No issues detected
6215,100,10,1,1,-1,-1.03,10,0,0.128431685,0,No issues detected
6216,100,0,1.42,1,0.97,1,0,0,0.234382324,0,No issues detected
6217,95.45,0,1.62,14,1,1,0,0,0.214026534,0,No issues detected
6218,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
6219,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
6220,100,0,10.47,20,0.95,1,1,0,0.224370471,0,No issues detected
6221,100,0,2.01,2.14,1.19,0.85,1,0,0.22946994,0,No issues detected
6222,100,0,5,20,1,1,0,0,0.232036801,0,No issues detected
6223,100,0,13.35,45,1.1,1,0,0,0.220890312,0,No issues detected
6224,100,0,8.47,21,1.08,1,0,0,0.229555267,0,No issues detected
6225,100,0,6.25,29.64,1,0.93,0,0,0.230318701,0,No issues detected
6226,100,0,5.39,30.79,1,0.9,0,0,0.232606906,0,No issues detected
6227,100,0,7.78,40,1,1,0,0,0.230016544,0,No issues detected
6228,100,0,6.35,10,1,1,0,0,0.232859836,0,No issues detected
6229,100,0,6.44,20.43,0.96,1,0,0,0.231404282,0,No issues detected
6230,100,0,6.67,10,1.02,1,7,0,0.225925202,0,No issues detected
6231,100,0,5.98,11.32,0.88,1,0,0,0.232254656,0,No issues detected
6232,100,0,9.71,11,1,1,0,0,0.2310466,0,No issues detected
6233,100,0,3.72,1,1.12,1,0,0,0.234312165,0,No issues detected
6234,100,0,0,0,1.08,1.2,2,0,0.232222984,0,No issues detected
6235,100,0,10.4,10.4,1,1,120,0,0.079984872,0,No issues detected
6236,100,0,9.74,9.74,1,1,140,0,0.079573882,0,No issues detected
6237,100,0,0,0,2.2,8,0,0,0.126029942,0,No issues detected
6238,100,0,5.81,46.61,1.05,4,0,0,0.198625741,0,No issues detected
6239,100,0,1.35,6,1.14,1,0,0,0.233129674,0,No issues detected
6240,100,0,6.89,5.21,1.42,-0.45,5,0,0.18880782,0,No issues detected
6241,100,0,4.61,4.61,1,1,0,0,0.235096032,0,No issues detected
6242,100,0,0.51,0.56,1,1,0,0,0.234611044,0,No issues detected
6243,100,0,0.97,8,0.83,1,0,0,0.233682485,0,No issues detected
6244,100,0,2,1,1,1,1,0,0.234018976,0,No issues detected
6245,100,0,1,1,1,1,1,0,0.234691454,0,No issues detected
6246,100,0,1,1,1,1,1,0,0.234691454,0,No issues detected
6247,100,100,0,0.01,0.74,0.5,0,0,0.068835625,0,No issues detected
6248,100,4,3.7,96.88,1.21,2.67,0,0,0.171152041,0,No issues detected
6249,100,0,2.75,0.63,1,1,1,0,0.233515882,0,No issues detected
6250,90.48,5,127.62,1453,1.17,1,0,1,-0.151892133,1,Your ARE-P values look high as compared to normal (atleast 20 times higher)
6251,86.67,3,90,264.5,1.67,2,0,3,-0.105871185,1,No issues detected
6252,100,0,3.5,3,0.98,1,0,0,0.232063484,0,No issues detected
6253,100,0,3.59,3,1.12,1,0,0,0.233003565,0,No issues detected
6254,100,0,4.25,38.08,0.96,0.87,0,0,0.23111022,0,No issues detected
6255,100,0,17.39,7.83,0.82,1,0,0,0.216197554,0,No issues detected
6256,100,1,4,5,2.26,1,0,0,0.216713179,0,No issues detected
6257,100,0,4.38,16.67,1.02,1,0,0,0.233057789,0,No issues detected
6258,91.87,171,1.15,20.4,1.05,-0.63,0,0,-0.022313646,1,No issues detected
6259,90.44,248,0.86,25.5,1.08,-0.31,0,0,-0.055364704,1,No issues detected
6260,92.14,199,0.69,8,0.89,-0.62,0,0,-0.026474118,1,No issues detected
6261,100,0,6.22,1,1,1,0,0,0.234171903,0,No issues detected
6262,100,0,9,8,0.86,1,0,0,0.23111521,0,No issues detected
6263,100,0,11.75,15,1,3,0,0,0.204077147,0,No issues detected
6264,100,0,4.82,35,0.97,1.33,0,0,0.230590226,0,No issues detected
6265,100,0,4.12,13.42,0.9,1.29,0,0,0.230495235,0,No issues detected
6266,100,0,4.82,35,0.97,1.33,0,0,0.230590226,0,No issues detected
6267,100,0,2.38,50,1.19,1,0,0,0.227399642,0,No issues detected
6268,90,0,8,8,0.9,0.71,0,0,0.193987208,0,No issues detected
6269,100,0,4,0.67,2.5,-1,100,0,0.042935839,0,No issues detected
6270,100,0,6.52,7.22,1.53,1.29,0,0,0.22357398,0,No issues detected
6271,100,0,0,0,0,0,0,0,0.201127892,0,No issues detected
6272,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
6273,100,0,0,0,0,0,0,0,0.201127892,0,No issues detected
6274,100,0,1,0.5,1,1,10,0,0.219229667,0,No issues detected
6275,100,0,8,8,1,1,0,0,0.232701229,0,No issues detected
6276,96.67,0,6.5,74.52,1,1.07,0,0,0.195783654,0,No issues detected
6277,100,2,90,8,1,1,0,0,0.116901495,0,No issues detected
6278,100,6,9.29,16,0.7,3.5,0,0,0.185785111,0,No issues detected
6279,100,0,5.49,1,-2.55,1,23,0,0.1357944,0,No issues detected
6280,100,0,1.31,2,1.02,1,0,0,0.234522185,0,No issues detected
6281,100,0,10,1,12.5,-1,10,0,0.029410142,0,No issues detected
6282,100,0,0,40,1.07,1,0,0,0.232007862,0,No issues detected
6283,100,0,0.4,6.5,1,1,0,0,0.233389329,0,No issues detected
6284,100,0,2.08,15,1,1,0,0,0.23474054,0,No issues detected
6285,100,0,2.08,15,1,1,0,0,0.23474054,0,No issues detected
6286,100,0,2.08,15,1,1,0,0,0.23474054,0,No issues detected
6287,100,0,1.38,10,1,1,0,0,0.233313022,0,No issues detected
6288,99.2,0,1.4,8.75,1.02,1,0,0,0.231075396,0,No issues detected
6289,100,0,20.96,18,0.72,1,0,0,0.210347175,0,No issues detected
6290,100,0,3.24,11.5,1.18,1,0,0,0.233052667,0,No issues detected
6291,100,0,8.04,1,0.96,1,1,0,0.231581502,0,No issues detected
6292,100,37,17.83,23,6.56,1,0,0,0.068130123,0,No issues detected
6293,100,32,21.8,64.33,8.1,1,12,0,-0.014379989,1,No issues detected
6294,100,0,0,1,1.34,3.13,0,0,0.205627507,0,No issues detected
6295,100,0,3.85,1,-2.8,1,20,0,0.141403196,0,No issues detected
6296,95.75,33,54.81,34,0.79,4,6,0,0.01967433,0,No issues detected
6297,80,18,0.04,4,1.55,1,0,0,0.108361354,0,No issues detected
6298,100,0,5.29,10,1.14,1,0,0,0.232633708,0,No issues detected
6299,100,0,4.66,11,1,1,0,0,0.234492914,0,No issues detected
6300,100,0,6.11,10,1.14,1,0,0,0.231904252,0,No issues detected
6301,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
6302,97.13,0,3.23,15.29,1.02,2,0,0,0.209936224,0,No issues detected
6303,100,0,6.11,32.19,1,1,0,0,0.234378893,0,No issues detected
6304,100,0,0,0,0.71,0.75,0,0,0.229837805,0,No issues detected
6305,97.97,4,3.23,15.29,1.02,2,0,0,0.20580468,0,No issues detected
6306,100,180,1.46,28.71,1.1,-0.33,0,0,0.001897833,0,No issues detected
6307,92.34,111,0.69,9.36,0.89,-0.3,0,0,0.020638804,0,No issues detected
6308,100,0,5.5,3,1,1,0,0,0.231541731,0,No issues detected
6309,100,0,4.19,3.89,2.28,1.32,0,0,0.2136488,0,No issues detected
6310,88.89,0,2.58,27.5,1,1,0,0,0.188434748,0,No issues detected
6311,100,0,4.21,6.55,1,1,0,0,0.234826898,0,No issues detected
6312,100,0,5.59,4.55,1,1,0,0,0.233439381,0,No issues detected
6313,100,0,4.18,3.91,2.29,1.32,0,0,0.2136488,0,No issues detected
6314,100,0,6.07,4.42,1,1,0,0,0.234068271,0,No issues detected
6315,100,0,0.79,4,1,0.25,20,0,0.180497961,0,No issues detected
6316,100,0,0.53,20,1.19,1,3,0,0.227531605,0,No issues detected
6317,100,0,5.36,60,0.93,2,0,0,0.213497285,0,No issues detected
6318,99.44,2,1.4,14.67,0.99,1,0,0,0.225914776,0,No issues detected
6319,100,0,9.53,21,0.95,2,0,0,0.219093439,0,No issues detected
6320,100,0,4.83,130.5,0.88,0.06,0,3,0.161762769,0,No issues detected
6321,95.65,0,3.51,0,1,0.34,0,0,0.211412557,0,No issues detected
6322,100,0,8.69,45,0.82,1,0,0,0.225009123,0,No issues detected
6323,100,0,5.5,29.67,1,1.15,0,0,0.231350008,0,No issues detected
6324,100,0,1.67,23.63,0.96,0.43,0,0,0.224609867,0,No issues detected
6325,83.33,13,0,0,54.73,1,0,0,-0.042412911,1,No issues detected
6326,100,0,5,36.67,1,1,0,0,0.232326022,0,No issues detected
6327,100,0,7.33,7,1,1,3,0,0.228626359,0,No issues detected
6328,100,0,9.75,6.5,1,1,4,0,0.224441739,0,No issues detected
6329,100,0,10,21.54,1.11,2.17,0,0,0.212499057,0,No issues detected
6330,100,0,3.88,9.24,0.71,1.33,0,0,0.226908197,0,No issues detected
6331,97.51,0,0.96,18.86,1.18,1.4,0,0,0.21501491,0,No issues detected
6332,100,0,0,0,1.27,1,0,0,0.232575943,0,No issues detected
6333,100,0,6.64,144,1.44,1,0,3,0.170012851,0,No issues detected
6334,100,20,6.1,48,1.06,-0.38,0,0,0.172575193,0,No issues detected
6335,100,0,17.27,19.62,0.95,1.17,0,0,0.213837147,0,No issues detected
6336,100,0,18.71,25.17,1.01,1.33,0,0,0.208694481,0,No issues detected
6337,100,0,0.23,1,1,1,0,0,0.234998342,0,No issues detected
6338,100,0,0.23,1,1,1,0,0,0.234998342,0,No issues detected
6339,100,0,0.23,1,1,1,0,0,0.234998342,0,No issues detected
6340,100,0,3.36,3,1.39,1,0,0,0.230257041,0,No issues detected
6341,86.36,0,14.01,0,0.95,1.65,0,0,0.165164659,0,No issues detected
6342,100,0,28.63,40,1.55,-0.33,0,0,0.168872803,0,No issues detected
6343,100,2,2.79,39.61,1.09,5,0,0,0.187067982,0,No issues detected
6344,100,0,38.94,50,1,1,0,0,0.172360997,0,No issues detected
6345,100,0,8,21,1.08,1,0,0,0.229555267,0,No issues detected
6346,100,0,8.91,21,1.08,1,0,0,0.228905744,0,No issues detected
6347,100,0,10.79,42,1.1,1.25,0,0,0.224822293,0,No issues detected
6348,100,0,11,42,1.02,1.25,0,0,0.224949575,0,No issues detected
6349,100,0,10,10,1,1,0,0,0.228795373,0,No issues detected
6350,100,1,0.2,0.13,1,1,0,0,0.234278029,0,No issues detected
6351,100,0,10.45,35,1.02,1,0,0,0.226789275,0,No issues detected
6352,100,0,1.28,2.19,1.23,1.19,2,0,0.229146489,0,No issues detected
6353,100,0,0.81,3.63,2.96,1.1,0,0,0.205302173,0,No issues detected
6354,100,0,8.65,21,1.07,1,0,0,0.229555267,0,No issues detected
6355,100,0,7.29,0.7,1,1,0,0,0.233760721,0,No issues detected
6356,91.67,11,25.83,14.33,0.94,1,1,0,0.14267878,0,No issues detected
6357,91.67,11,25.83,14.33,0.94,1,1,0,0.14267878,0,No issues detected
6358,100,1,1.54,8,1.09,1,0,0,0.232393253,0,No issues detected
6359,100,0,2,1,1,1,1,0,0.234018976,0,No issues detected
6360,100,0,2,1,1,1,1,0,0.234018976,0,No issues detected
6361,100,0,4.87,20,1,1,0,0,0.232036801,0,No issues detected
6362,100,0,2.4,60.17,1,1,0,0,0.226637502,0,No issues detected
6363,97.78,3,1.04,1,1.02,1,2,0,0.214412198,0,No issues detected
6364,100,0,2.09,16.43,1.1,1.17,355,4,-0.037754863,1,Your Delivered Defects value looks very high compared to normal (atleast 43 times higher)
6365,100,8,19.91,30.67,1.24,0.6,0,0,0.193524671,0,No issues detected
6366,100,12,37.74,8.5,1.17,0.5,0,0,0.136976444,0,No issues detected
6367,100,0,6.27,109.33,1.05,0.43,0,0,0.188000184,0,No issues detected
6368,100,0,1,3.43,1,1,0,0,0.23400401,0,No issues detected
6369,100,0,5.43,32.33,1.04,1.5,1,0,0.225979436,0,No issues detected
6370,100,0,0,0,1,-0.03,0,0,0.216107695,0,No issues detected
6371,100,9,1.25,1,-1,-1,9,0,0.133804597,0,No issues detected
6372,100,0,0.62,10,1.1,1,0,0,0.232267789,0,No issues detected
6373,100,0,10.53,100,1.12,0.67,0,0,0.197045517,0,No issues detected
6374,100,0,22.68,18,1.08,0.33,0,0,0.20454908,0,No issues detected
6375,95,36,33.79,73,1.28,0.11,5,0,0.043672853,0,No issues detected
6376,100,0,3.81,97,0.82,0.6,0,0,0.202411494,0,No issues detected
6377,100,0,4.9,13.05,1,1,0,0,0.235579133,0,No issues detected
6378,15.15,7,1.21,2.82,-1.04,-0.38,5,0,-0.024131022,1,No issues detected
6379,100,0,2,1,1,1,1,0,0.234018976,0,No issues detected
6380,100,0,10.98,98,1,5,0,0,0.164082456,0,No issues detected
6381,100,0,9.15,46,0.96,0.33,0,0,0.220926599,0,No issues detected
6382,94.44,4,2.59,2.56,1.02,1,1,0,0.195382939,0,No issues detected
6383,100,0,11.61,38.06,0.7,2.83,0,0,0.20518717,0,No issues detected
6384,100,0,4.67,7.48,1.15,1.7,0,0,0.227956308,0,No issues detected
6385,100,0,5.7,10,1.05,0.85,0,0,0.228974031,0,No issues detected
6386,100,1,6.4,0,1.25,1,0,0,0.227247725,0,No issues detected
6387,100,1,10,1,1,1,0,0,0.228202439,0,No issues detected
6388,100,1,8,1,1,1,0,0,0.229767994,0,No issues detected
6389,100,1,80,8,1,1,0,0,0.126039963,0,No issues detected
6390,100,2,72,8,1,1,0,0,0.124413387,0,No issues detected
6391,100,0,0,0,1.24,1.5,0,0,0.226863561,0,No issues detected
6392,100,0,0,0,1.37,1,0,0,0.232382996,0,No issues detected
6393,100,37,0.06,4,1.2,1,0,0,0.168935099,0,No issues detected
6394,100,1,4,5,2.26,1,0,0,0.216713179,0,No issues detected
